Institution,Location,Global_Region,World Rank,World Rank1,Global_Percentile(%),National Rank,Employability Rank,Research Rank,Score,Score_Normalized
University of Luxembourg,Luxembourg,Europe,790 Top 3.7%,790,3.7,1,989.37,755.0,72.0,0.1716
Montana State University - Bozeman,USA,America,791 Top 3.7%,791,3.7,174,1480.0,756.0,72.0,0.1716
Dongguk University,South Korea,Asia,792 Top 3.7%,792,3.7,25,443.0,781.0,72.0,0.1716
Augusta University,USA,America,793 Top 3.7%,793,3.7,175,1149.62,757.0,71.9,0.1686
University of Castilla–La Mancha,Spain,Europe,794 Top 3.7%,794,3.7,25,1043.36,758.0,71.9,0.1686
University of Lübeck,Germany,Europe,795 Top 3.8%,795,3.8,45,1025.12,759.0,71.9,0.1686
Liverpool John Moores University,United Kingdom,Europe,796 Top 3.8%,796,3.8,49,951.45,760.0,71.9,0.1686
University of Girona,Spain,Europe,797 Top 3.8%,797,3.8,26,1133.97,761.0,71.9,0.1686
University of Rhode Island,USA,America,798 Top 3.8%,798,3.8,176,554.0,778.0,71.9,0.1686
University of Cyprus,Cyprus,Asia,799 Top 3.8%,799,3.8,1,1015.78,762.0,71.9,0.1686
Istanbul Technical University,Turkey,Asia,800 Top 3.8%,800,3.8,6,917.0,765.0,71.9,0.1686
Hangzhou Dianzi University,China,Asia,801 Top 3.8%,801,3.8,142,1331.0,763.0,71.9,0.1686
Guizhou University,China,Asia,802 Top 3.8%,802,3.8,143,1119.0,766.0,71.9,0.1686
Bangor University,United Kingdom,Europe,803 Top 3.8%,803,3.8,50,823.0,877.0,71.9,0.1686
"Birkbeck, University of London",United Kingdom,Europe,804 Top 3.8%,804,3.8,51,262.76,997.0,71.9,0.1686
University of Messina,Italy,Europe,805 Top 3.8%,805,3.8,38,928.19,767.0,71.9,0.1686
Murdoch University,Australia,Oceania,806 Top 3.8%,806,3.8,25,1016.0,770.0,71.9,0.1686
International School for Advanced Studies,Italy,Europe,807 Top 3.8%,807,3.8,39,962.1,768.0,71.9,0.1686
Addis Ababa University,Ethiopia,Africa,808 Top 3.8%,808,3.8,1,841.45,941.0,71.8,0.1657
Amirkabir University of Technology,Iran,Asia,809 Top 3.8%,809,3.8,7,1008.09,769.0,71.8,0.1657
National University of Malaysia (UKM),Malaysia,Asia,810 Top 3.8%,810,3.8,3,1034.36,771.0,71.8,0.1657
University of Vigo,Spain,Europe,811 Top 3.8%,811,3.8,27,1131.08,772.0,71.8,0.1657
University of Debrecen,Hungary,Europe,812 Top 3.8%,812,3.8,4,1043.08,774.0,71.8,0.1657
University of Ioannina,Greece,Europe,813 Top 3.8%,813,3.8,4,1039.38,775.0,71.8,0.1657
Mansoura University,Egypt,Africa,814 Top 3.8%,814,3.8,3,999.59,776.0,71.8,0.1657
Technical University of Braunschweig,Germany,Europe,815 Top 3.8%,815,3.8,46,953.0,783.0,71.8,0.1657
University of Crete,Greece,Europe,816 Top 3.9%,816,3.9,5,912.38,779.0,71.8,0.1657
SUNY Downstate Health Sciences University,USA,America,817 Top 3.9%,817,3.9,177,144.15,1056.0,71.8,0.1657
"University of Nevada, Las Vegas",USA,America,818 Top 3.9%,818,3.9,178,786.0,790.0,71.8,0.1657
National University of Córdoba,Argentina,America,819 Top 3.9%,819,3.9,3,695.08,953.0,71.8,0.1657
Homi Bhabha National Institute,India,Asia,820 Top 3.9%,820,3.9,10,905.44,784.0,71.8,0.1657
University of North Carolina at Charlotte,USA,America,821 Top 3.9%,821,3.9,179,804.0,791.0,71.8,0.1657
Tokyo University of Science,Japan,Asia,822 Top 3.9%,822,3.9,24,498.0,811.0,71.7,0.1627
National Taiwan University of Science and Technology,Taiwan,Asia,823 Top 3.9%,823,3.9,10,453.0,806.0,71.7,0.1627
Fujian Normal University,China,Asia,824 Top 3.9%,824,3.9,144,1208.34,785.0,71.7,0.1627
Kangwon National University,South Korea,Asia,825 Top 3.9%,825,3.9,26,1717.0,786.0,71.7,0.1627
Tomsk State University,Russia,Europe,826 Top 3.9%,826,3.9,11,979.6,787.0,71.7,0.1627
Sichuan Agricultural University,China,Asia,827 Top 3.9%,827,3.9,145,1223.76,788.0,71.7,0.1627
Hasselt University,Belgium,Europe,828 Top 3.9%,828,3.9,8,893.0,792.0,71.7,0.1627
Indian Institute of Technology Kanpur,India,Asia,829 Top 3.9%,829,3.9,11,352.0,829.0,71.7,0.1627
Marche Polytechnic University,Italy,Europe,830 Top 3.9%,830,3.9,40,1214.19,789.0,71.7,0.1627
"University of Maryland, Baltimore County",USA,America,831 Top 3.9%,831,3.9,180,923.63,885.0,71.7,0.1627
Miami University,USA,America,832 Top 3.9%,832,3.9,181,82.0,1104.0,71.7,0.1627
University of Brasília,Brazil,America,833 Top 3.9%,833,3.9,11,1062.0,793.0,71.7,0.1627
Northern Arizona University,USA,America,834 Top 3.9%,834,3.9,182,1052.0,794.0,71.7,0.1627
"University of California, Merced",USA,America,835 Top 3.9%,835,3.9,183,993.4,795.0,71.7,0.1627
Graduate University for Advanced Studies,Japan,Asia,836 Top 3.9%,836,3.9,25,1010.91,796.0,71.7,0.1627
Panjab University,India,Asia,837 Top 3.9%,837,3.9,12,776.0,803.0,71.6,0.1598
Tokyo Metropolitan University,Japan,Asia,838 Top 4%,838,4.0,26,1251.0,828.0,71.6,0.1598
Centrale Lille Institut,France,Europe,839 Top 4%,839,4.0,39,92.0,1065.0,71.6,0.1598
Kaohsiung Medical University,Taiwan,Asia,840 Top 4%,840,4.0,11,1082.39,798.0,71.6,0.1598
Carl von Ossietzky University of Oldenburg,Germany,Europe,841 Top 4%,841,4.0,47,1283.88,799.0,71.6,0.1598
Qilu University of Technology,China,Asia,842 Top 4%,842,4.0,146,1512.0,800.0,71.6,0.1598
"Graduate School, GRINM",China,Asia,843 Top 4%,843,4.0,147,24.0,966.5,71.6,0.1598
Juntendo University,Japan,Asia,844 Top 4%,844,4.0,27,1433.63,801.0,71.6,0.1598
"Putra University, Malaysia",Malaysia,Asia,845 Top 4%,845,4.0,4,1692.0,802.0,71.6,0.1598
Khalifa University,United Arab Emirates,Asia,846 Top 4%,846,4.0,1,1416.78,804.0,71.6,0.1598
University of Portsmouth,United Kingdom,Europe,847 Top 4%,847,4.0,52,1269.0,807.0,71.6,0.1598
University of the Balearic Islands,Spain,Europe,848 Top 4%,848,4.0,28,1239.73,805.0,71.6,0.1598
Xiangtan University,China,Asia,849 Top 4%,849,4.0,148,1011.0,809.0,71.6,0.1598
Toronto Metropolitan University,Canada,America,850 Top 4%,850,4.0,25,1720.0,810.0,71.6,0.1598
Indian Institute of Technology Roorkee,India,Asia,851 Top 4%,851,4.0,13,349.0,851.0,71.5,0.1568
University of Alicante,Spain,Europe,852 Top 4%,852,4.0,29,1339.72,812.0,71.5,0.1568
"University of Technology, Malaysia",Malaysia,Asia,853 Top 4%,853,4.0,5,1299.57,813.0,71.5,0.1568
National Sun Yat-sen University,Taiwan,Asia,854 Top 4%,854,4.0,12,1125.0,817.0,71.5,0.1568
University of Picardie Jules Verne,France,Europe,855 Top 4%,855,4.0,40,1421.0,816.0,71.5,0.1568
Adam Mickiewicz University in Poznań,Poland,Europe,856 Top 4%,856,4.0,6,1219.37,815.0,71.5,0.1568
London Business School,United Kingdom,Europe,857 Top 4%,857,4.0,53,41.0,1738.0,71.5,0.1568
Shahid Beheshti University of Medical Sciences,Iran,Asia,858 Top 4%,858,4.0,8,1273.85,818.0,71.5,0.1568
University of Patras,Greece,Europe,859 Top 4.1%,859,4.1,6,1235.91,819.0,71.5,0.1568
North-West University,South Africa,Africa,860 Top 4.1%,860,4.1,7,1610.0,820.0,71.5,0.1568
University of Concepción,Chile,America,861 Top 4.1%,861,4.1,3,1592.44,821.0,71.5,0.1568
Gyeongsang National University,South Korea,Asia,862 Top 4.1%,862,4.1,27,1311.99,822.0,71.5,0.1568
Kent State University,USA,America,863 Top 4.1%,863,4.1,184,1289.8,823.0,71.5,0.1568
University of Idaho,USA,America,864 Top 4.1%,864,4.1,185,1589.0,824.0,71.5,0.1568
Chang'an University,China,Asia,865 Top 4.1%,865,4.1,149,1141.0,826.0,71.5,0.1568
Qufu Normal University,China,Asia,866 Top 4.1%,866,4.1,150,1240.83,825.0,71.4,0.1538
Gwangju Institute of Science and Technology,South Korea,Asia,867 Top 4.1%,867,4.1,28,1178.83,827.0,71.4,0.1538
Northeast Agricultural University,China,Asia,868 Top 4.1%,868,4.1,151,1279.0,831.0,71.4,0.1538
National Centre for Nuclear Research,Poland,Europe,869 Top 4.1%,869,4.1,7,1331.1,830.0,71.4,0.1538
Rio de Janeiro State University,Brazil,America,870 Top 4.1%,870,4.1,12,1195.0,833.0,71.4,0.1538
Woods Hole Oceanographic Institution,USA,America,871 Top 4.1%,871,4.1,186,1111.32,832.0,71.4,0.1538
University of Salento,Italy,Europe,872 Top 4.1%,872,4.1,41,1229.03,834.0,71.4,0.1538
Ohio University,USA,America,873 Top 4.1%,873,4.1,187,386.0,880.0,71.4,0.1538
Banaras Hindu University,India,Asia,874 Top 4.1%,874,4.1,14,671.0,857.0,71.4,0.1538
Uniformed Services University of the Health Sciences,USA,America,875 Top 4.1%,875,4.1,188,781.1,835.0,71.4,0.1538
Nanjing University of Chinese Medicine,China,Asia,876 Top 4.1%,876,4.1,152,1283.74,836.0,71.4,0.1538
Shantou University,China,Asia,877 Top 4.1%,877,4.1,153,1302.51,837.0,71.4,0.1538
Alexandria University,Egypt,Africa,878 Top 4.1%,878,4.1,4,1750.0,839.0,71.4,0.1538
Graz University of Technology,Austria,Europe,879 Top 4.1%,879,4.1,9,1244.83,838.0,71.4,0.1538
Getúlio Vargas Foundation,Brazil,America,880 Top 4.2%,880,4.2,13,35.0,966.5,71.4,0.1538
University of Hohenheim,Germany,Europe,881 Top 4.2%,881,4.2,48,1198.66,840.0,71.4,0.1538
Edith Cowan University,Australia,Oceania,882 Top 4.2%,882,4.2,26,1174.0,841.0,71.3,0.1509
Norwegian University of Life Sciences,Norway,Europe,883 Top 4.2%,883,4.2,5,1200.0,844.0,71.3,0.1509
Chiang Mai University,Thailand,Asia,884 Top 4.2%,884,4.2,3,1719.0,843.0,71.3,0.1509
Zhejiang Sci-Tech University,China,Asia,885 Top 4.2%,885,4.2,154,1405.0,845.0,71.3,0.1509
Nagasaki University,Japan,Asia,886 Top 4.2%,886,4.2,28,560.0,878.0,71.3,0.1509
Federal University of Pernambuco,Brazil,America,887 Top 4.2%,887,4.2,14,1324.0,846.0,71.3,0.1509
Gachon University,South Korea,Asia,888 Top 4.2%,888,4.2,29,1203.57,847.0,71.3,0.1509
"All India Institute of Medical Sciences, New Delhi",India,Asia,889 Top 4.2%,889,4.2,15,1193.28,848.0,71.3,0.1509
University of Tabriz,Iran,Asia,890 Top 4.2%,890,4.2,9,1125.09,850.0,71.3,0.1509
Jean Monnet University,France,Europe,891 Top 4.2%,891,4.2,41,1175.61,852.0,71.3,0.1509
Singapore University of Technology and Design,Singapore,Asia,892 Top 4.2%,892,4.2,3,1448.96,853.0,71.3,0.1509
St. Petersburg Federal Research Center of the Russian Academy of Sciences,Russia,Europe,893 Top 4.2%,893,4.2,12,947.36,854.0,71.3,0.1509
Hubei University,China,Asia,894 Top 4.2%,894,4.2,155,1488.0,856.0,71.3,0.1509
Wroclaw Medical University,Poland,Europe,895 Top 4.2%,895,4.2,8,1019.12,858.0,71.3,0.1509
University of Montana,USA,America,896 Top 4.2%,896,4.2,189,638.05,870.0,71.3,0.1509
"University of the Andes, Colombia",Colombia,America,897 Top 4.2%,897,4.2,2,650.0,874.0,71.2,0.1479
University of Insubria,Italy,Europe,898 Top 4.2%,898,4.2,42,1219.43,859.0,71.2,0.1479
University of Toledo,USA,America,899 Top 4.2%,899,4.2,190,739.14,860.0,71.2,0.1479
Budker Institute of Nuclear Physics of the Siberian Branch of the Russian Academy of Sciences,Russia,Europe,900 Top 4.2%,900,4.2,13,925.28,861.0,71.2,0.1479
University of Wuppertal,Germany,Europe,901 Top 4.2%,901,4.2,49,1236.79,862.0,71.2,0.1479
Shanghai Normal University,China,Asia,902 Top 4.3%,902,4.3,156,1448.0,863.0,71.2,0.1479
Carlos III University of Madrid,Spain,Europe,903 Top 4.3%,903,4.3,30,1261.48,864.0,71.2,0.1479
Dalian Maritime University,China,Asia,904 Top 4.3%,904,4.3,157,1121.0,866.0,71.2,0.1479
University of Brighton,United Kingdom,Europe,905 Top 4.3%,905,4.3,54,1224.53,865.0,71.2,0.1479
University of L'Aquila,Italy,Europe,906 Top 4.3%,906,4.3,43,1218.87,867.0,71.2,0.1479
Chungbuk National University,South Korea,Asia,907 Top 4.3%,907,4.3,30,1465.0,868.0,71.2,0.1479
Cranfield University,United Kingdom,Europe,908 Top 4.3%,908,4.3,55,262.0,916.0,71.2,0.1479
Northeast Forestry University,China,Asia,909 Top 4.3%,909,4.3,158,1243.78,869.0,71.2,0.1479
University of Greifswald,Germany,Europe,910 Top 4.3%,910,4.3,50,774.24,918.0,71.2,0.1479
Peter the Great St. Petersburg Polytechnic University,Russia,Europe,911 Top 4.3%,911,4.3,14,972.0,876.0,71.2,0.1479
Makerere University,Uganda,Africa,912 Top 4.3%,912,4.3,1,1571.0,871.0,71.2,0.1479
Tiangong University,China,Asia,913 Top 4.3%,913,4.3,159,1438.61,872.0,71.1,0.145
"Open University, UK",United Kingdom,Europe,914 Top 4.3%,914,4.3,56,1724.0,873.0,71.1,0.145
University of Alaska Fairbanks,USA,America,915 Top 4.3%,915,4.3,191,854.0,882.0,71.1,0.145
Medical University of Warsaw,Poland,Europe,916 Top 4.3%,916,4.3,9,1094.63,879.0,71.1,0.145
Tianjin University of Technology,China,Asia,917 Top 4.3%,917,4.3,160,1686.0,881.0,71.1,0.145
New Jersey Institute of Technology,USA,America,918 Top 4.3%,918,4.3,192,597.0,892.0,71.1,0.145
Australian Catholic University,Australia,Oceania,919 Top 4.3%,919,4.3,27,1698.0,883.0,71.1,0.145
Missouri University of Science and Technology,USA,America,920 Top 4.3%,920,4.3,193,367.0,910.0,71.1,0.145
Old Dominion University,USA,America,921 Top 4.3%,921,4.3,194,606.23,884.0,71.1,0.145
Wuhan University of Science and Technology,China,Asia,922 Top 4.3%,922,4.3,161,865.0,886.0,71.1,0.145
Shanghai University of Finance and Economics,China,Asia,923 Top 4.4%,923,4.4,162,87.0,1220.0,71.1,0.145
L.D. Landau Institute for Theoretical Physics of the Russian Academy of Sciences,Russia,Europe,924 Top 4.4%,924,4.4,15,323.97,966.5,71.1,0.145
ITMO University,Russia,Europe,925 Top 4.4%,925,4.4,16,1349.42,887.0,71.1,0.145
University of Limerick,Ireland,Europe,926 Top 4.4%,926,4.4,5,587.0,899.0,71.1,0.145
University of Siegen,Germany,Europe,927 Top 4.4%,927,4.4,51,1656.0,888.0,71.1,0.145
University of Split,Croatia,Europe,928 Top 4.4%,928,4.4,2,1109.5,889.0,71.1,0.145
Inje University,South Korea,Asia,929 Top 4.4%,929,4.4,31,1295.51,890.0,71.0,0.142
Kindai University,Japan,Asia,930 Top 4.4%,930,4.4,29,1264.46,891.0,71.0,0.142
Capital Normal University,China,Asia,931 Top 4.4%,931,4.4,163,990.0,894.0,71.0,0.142
Hebei University,China,Asia,932 Top 4.4%,932,4.4,164,943.0,895.0,71.0,0.142
Wenzhou University,China,Asia,933 Top 4.4%,933,4.4,165,1037.27,893.0,71.0,0.142
University of Tours,France,Europe,934 Top 4.4%,934,4.4,42,1146.52,922.0,71.0,0.142
Keele University,United Kingdom,Europe,935 Top 4.4%,935,4.4,57,1400.0,896.0,71.0,0.142
Tokushima University,Japan,Asia,936 Top 4.4%,936,4.4,30,862.0,1106.0,71.0,0.142
University of Wrocław,Poland,Europe,937 Top 4.4%,937,4.4,10,1496.0,958.0,71.0,0.142
Jaume I University,Spain,Europe,938 Top 4.4%,938,4.4,31,1206.74,897.0,71.0,0.142
Iran University of Science and Technology,Iran,Asia,939 Top 4.4%,939,4.4,10,1036.51,898.0,71.0,0.142
University of Valladolid,Spain,Europe,940 Top 4.4%,940,4.4,32,1076.0,900.0,71.0,0.142
University of Denver,USA,America,941 Top 4.4%,941,4.4,195,199.0,993.0,71.0,0.142
Polytechnic University of Bari,Italy,Europe,942 Top 4.4%,942,4.4,44,1298.81,901.0,71.0,0.142
New Mexico State University,USA,America,943 Top 4.4%,943,4.4,196,665.0,915.0,71.0,0.142
King Juan Carlos University,Spain,Europe,944 Top 4.4%,944,4.4,33,1162.68,902.0,71.0,0.142
Changsha University of Science and Technology,China,Asia,945 Top 4.5%,945,4.5,166,1573.0,903.0,70.9,0.1391
Southwestern University of Finance and Economics,China,Asia,946 Top 4.5%,946,4.5,167,166.0,1052.0,70.9,0.1391
Aston University,United Kingdom,Europe,947 Top 4.5%,947,4.5,58,572.0,921.0,70.9,0.1391
Indian Institute of Technology Guwahati,India,Asia,948 Top 4.5%,948,4.5,16,1214.92,904.0,70.9,0.1391
University of Basilicata,Italy,Europe,949 Top 4.5%,949,4.5,45,1309.31,905.0,70.9,0.1391
Hallym University,South Korea,Asia,950 Top 4.5%,950,4.5,32,1114.85,907.0,70.9,0.1391
Federal University of Rio Grande do Norte,Brazil,America,951 Top 4.5%,951,4.5,15,1089.61,908.0,70.9,0.1391
University of Reims Champagne-Ardenne,France,Europe,952 Top 4.5%,952,4.5,43,987.0,911.0,70.9,0.1391
Shizuoka University,Japan,Asia,953 Top 4.5%,953,4.5,31,933.0,1434.0,70.9,0.1391
Wesleyan University,USA,America,954 Top 4.5%,954,4.5,197,55.0,1733.0,70.9,0.1391
Courtauld Institute of Art,United Kingdom,Europe,955 Top 4.5%,955,4.5,59,443.94,966.5,70.9,0.1391
Marmara University,Turkey,Asia,956 Top 4.5%,956,4.5,7,898.24,909.0,70.9,0.1391
Norwegian School of Economics,Norway,Europe,957 Top 4.5%,957,4.5,6,42.0,966.5,70.9,0.1391
Zhejiang A&F University,China,Asia,958 Top 4.5%,958,4.5,168,1269.35,912.0,70.9,0.1391
Shiraz University,Iran,Asia,959 Top 4.5%,959,4.5,11,1087.28,913.0,70.9,0.1391
Northern Illinois University,USA,America,960 Top 4.5%,960,4.5,198,820.0,924.0,70.9,0.1391
Federal University of Ceará,Brazil,America,961 Top 4.5%,961,4.5,16,1576.0,914.0,70.8,0.1361
Babeș-Bolyai University,Romania,Europe,962 Top 4.5%,962,4.5,1,1609.49,917.0,70.8,0.1361
Claremont McKenna College,USA,America,963 Top 4.5%,963,4.5,199,36.0,966.5,70.8,0.1361
Shaanxi University of Science and Technology,China,Asia,964 Top 4.5%,964,4.5,169,750.0,931.0,70.8,0.1361
Jawaharlal Nehru University,India,Asia,965 Top 4.5%,965,4.5,17,611.73,1321.0,70.8,0.1361
Federal University of São Carlos,Brazil,America,966 Top 4.6%,966,4.6,17,1352.28,919.0,70.8,0.1361
Henan University of Science and Technology,China,Asia,967 Top 4.6%,967,4.6,170,1563.0,920.0,70.8,0.1361
Gabriele d’Annunzio University,Italy,Europe,968 Top 4.6%,968,4.6,46,1422.62,923.0,70.8,0.1361
Duy Tân University,Vietnam,Asia,969 Top 4.6%,969,4.6,1,1609.54,925.0,70.8,0.1361
"University of the Republic, Uruguay",Uruguay,America,970 Top 4.6%,970,4.6,1,1747.0,926.0,70.8,0.1361
Hunan Agricultural University,China,Asia,971 Top 4.6%,971,4.6,171,1334.46,927.0,70.8,0.1361
Ferdowsi University of Mashhad,Iran,Asia,972 Top 4.6%,972,4.6,12,1200.94,928.0,70.8,0.1361
University of Orléans,France,Europe,973 Top 4.6%,973,4.6,44,1675.0,929.0,70.8,0.1361
Meijo University,Japan,Asia,974 Top 4.6%,974,4.6,32,362.16,966.5,70.8,0.1361
Tunis El Manar University,Tunisia,Africa,975 Top 4.6%,975,4.6,1,1610.9,930.0,70.8,0.1361
Villanova University,USA,America,976 Top 4.6%,976,4.6,200,135.0,1226.0,70.8,0.1361
Nihon University,Japan,Asia,977 Top 4.6%,977,4.6,33,1341.0,933.0,70.8,0.1361
Michigan Technological University,USA,America,978 Top 4.6%,978,4.6,201,803.0,942.0,70.7,0.1331
Jawaharlal Nehru Centre for Advanced Scientific Research,India,Asia,979 Top 4.6%,979,4.6,18,729.84,1460.0,70.7,0.1331
Xi'an University of Technology,China,Asia,980 Top 4.6%,980,4.6,172,1171.0,936.0,70.7,0.1331
Institute for Nuclear Research of the Russian Academy of Sciences,Russia,Europe,981 Top 4.6%,981,4.6,17,1148.02,934.0,70.7,0.1331
Fluminense Federal University,Brazil,America,982 Top 4.6%,982,4.6,18,988.0,938.0,70.7,0.1331
Vellore Institute of Technology,India,Asia,983 Top 4.6%,983,4.6,19,1099.58,935.0,70.7,0.1331
Federal University of Viçosa,Brazil,America,984 Top 4.6%,984,4.6,19,1086.1,937.0,70.7,0.1331
University of A Coruña,Spain,Europe,985 Top 4.6%,985,4.6,34,1230.0,940.0,70.7,0.1331
Federal University of Pelotas,Brazil,America,986 Top 4.6%,986,4.6,20,1094.06,939.0,70.7,0.1331
Johannes Kepler University Linz,Austria,Europe,987 Top 4.6%,987,4.6,10,907.0,943.0,70.7,0.1331
Manchester Metropolitan University,United Kingdom,Europe,988 Top 4.7%,988,4.7,60,851.0,948.0,70.7,0.1331
University of Southern Queensland,Australia,Oceania,989 Top 4.7%,989,4.7,28,1110.0,945.0,70.7,0.1331
Changzhou University,China,Asia,990 Top 4.7%,990,4.7,173,1493.0,944.0,70.7,0.1331
University of Antioquia,Colombia,America,991 Top 4.7%,991,4.7,3,1231.33,946.0,70.7,0.1331
Mohammed V University,Morocco,Africa,992 Top 4.7%,992,4.7,1,1655.0,947.0,70.7,0.1331
Lappeenranta University of Technology,Finland,Europe,993 Top 4.7%,993,4.7,8,718.0,956.0,70.7,0.1331
Aberystwyth University,United Kingdom,Europe,994 Top 4.7%,994,4.7,61,984.0,1162.0,70.7,0.1331
University of Stirling,United Kingdom,Europe,995 Top 4.7%,995,4.7,62,621.0,960.0,70.6,0.1302
Federico Santa María Technical University,Chile,America,996 Top 4.7%,996,4.7,4,1010.0,950.0,70.6,0.1302
University of Sassari,Italy,Europe,997 Top 4.7%,997,4.7,47,1180.19,949.0,70.6,0.1302
Southwest University of Science and Technology,China,Asia,998 Top 4.7%,998,4.7,174,1568.0,951.0,70.6,0.1302
Jiangsu University of Science and Technology,China,Asia,999 Top 4.7%,999,4.7,175,1464.68,952.0,70.6,0.1302
University of Memphis,USA,America,1000 Top 4.7%,1000,4.7,202,379.0,1003.0,70.6,0.1302
China University of Mining and Technology-Beijing,China,Asia,1001 Top 4.7%,1001,4.7,176,1319.0,954.0,70.6,0.1302
Polytechnic University of Bucharest,Romania,Europe,1002 Top 4.7%,1002,4.7,2,1284.2,955.0,70.6,0.1302
Budapest University of Technology and Economics,Hungary,Europe,1003 Top 4.7%,1003,4.7,5,1265.0,1004.0,70.6,0.1302
Paul Valéry University,France,Europe,1004 Top 4.7%,1004,4.7,45,1145.2,959.0,70.6,0.1302
East Carolina University,USA,America,1005 Top 4.7%,1005,4.7,203,898.0,963.0,70.6,0.1302
Portland State University,USA,America,1006 Top 4.7%,1006,4.7,204,406.0,1008.0,70.6,0.1302
Huaqiao University,China,Asia,1007 Top 4.7%,1007,4.7,177,1061.84,961.0,70.6,0.1302
Nicolaus Copernicus University,Poland,Europe,1008 Top 4.7%,1008,4.7,11,868.34,962.0,70.6,0.1302
Koç University,Turkey,Asia,1009 Top 4.8%,1009,4.8,8,665.66,964.0,70.6,0.1302
Ege University,Turkey,Asia,1010 Top 4.8%,1010,4.8,9,375.85,965.0,70.6,0.1302
Sorbonne Paris Nord University,France,Europe,1011 Top 4.8%,1011,4.8,46,435.9,966.0,70.6,0.1302
Southwest Petroleum University,China,Asia,1012 Top 4.8%,1012,4.8,178,1088.0,969.0,70.5,0.1272
Royal College of Surgeons in Ireland,Ireland,Europe,1013 Top 4.8%,1013,4.8,6,376.05,967.0,70.5,0.1272
